Year,Round,Place,Driver,Team,Result,Start_Position,Q,Sprint,P1,P2,P3,Is_finished,Is_mechanical,Is_accident,Is_dsq,P1_missing,P2_missing,P3_missing,FastestLap,Engine,CircleLength,Quantity_of_circles,Quantity_of_drs,Quantity_of_turns,Tire_wear,Speed_of_turns,Downforce,Brake_load,Streets_or_not,Speed_of_track,PitStop_losing_time,Age,Average_pit_stop,AirTemp,TrackTemp,Humidity,Rainfall,WindSpeed,Pressure,Result_last_year,Salary,Team_financial_power,Regulation_Impact,Factorys_or_not,Strengh_of_first_partners,Driver_nationalitie,Points_before_race,Championship_position_before,teammate_points,points_ratio,points_ratio_log,avg_points_ratio,avg_last_3,avg_season
2018,11,Hockenheim,SIR,Williams,24.78,12,12,0,16.0,19.0,3.0,0,1,0,0,0,0,0,0,Mercedes,4.574,67,2,17,2,2,2,3,0,3,18.5,23,3.228,27.0,40.66826923076923,49.6,True,1.9,1001.4,,0.15,1,0.5,0,,RUS,0.0,20.0,0.0,1.0,0.6931471805599453,0.9,14.0,21.878999999999998
2018,11,Hockenheim,STR,Williams,24.18,18,19,0,13.0,18.0,9.0,0,1,0,0,0,0,0,0,Mercedes,4.574,67,2,17,2,2,2,3,0,3,18.5,20,3.228,27.0,40.66826923076923,49.6,True,1.9,1001.4,,1.8,1,0.5,0,,CAN,4.0,17.0,0.0,1.0,0.6931471805599453,400000.9,15.963333333333333,14.588999999999999
2018,11,Hockenheim,VAN,McLaren,13.0,19,20,0,20.0,20.0,,1,0,0,0,0,0,1,0,Renault,4.574,67,2,17,2,2,2,3,0,3,18.5,26,3.127,27.0,40.66826923076923,49.6,True,1.9,1001.4,,0.15,2,0.5,0,,BEL,8.0,16.0,0.0,1.0,0.6931471805599453,0.4199999813333363,14.896666666666667,14.005
2018,11,Hockenheim,VER,Red Bull Racing,4.0,4,4,0,3.0,1.0,,1,0,0,0,0,0,1,0,Renault,4.574,67,2,17,2,2,2,3,0,3,18.5,21,2.552,27.0,40.66826923076923,49.6,True,1.9,1001.4,,11.0,3,0.5,0,,NED,93.0,6.0,0.0,12000000.0,16.300417291085605,2500000.739666621,8.436666666666666,12.208
2018,11,Hockenheim,VET,Ferrari,24.78,1,1,0,4.0,4.0,4.0,0,0,1,0,0,0,0,0,Ferrari,4.574,67,2,17,2,2,2,3,0,3,18.5,31,2.84,27.0,40.66826923076923,49.6,True,1.9,1001.4,,60.0,3,0.5,1,6.0,GER,171.0,1.0,15.0,0.0,0.0,3700001.0391665786,3.0,3.0
2018,12,Budapest,ALO,McLaren,8.0,11,11,0,12.0,12.0,14.0,1,0,0,0,0,0,0,0,Renault,4.381,70,2,14,3,1,3,3,0,1,19.0,37,3.127,33.8,51.08971962616822,33.9,False,1.0,983.5,,30.0,2,0.5,0,8.0,ESP,40.0,8.0,0.0,4000000.0,15.201805169084134,1636364.863635966,12.200000000000001,13.27727272727273
2018,12,Budapest,BOT,Mercedes,5.0,2,2,0,6.0,6.0,2.0,1,0,0,0,0,0,0,0,Mercedes,4.381,70,2,14,3,1,3,3,0,1,19.0,29,2.777,33.8,51.08971962616822,33.9,False,1.0,983.5,,9.5,3,0.5,1,7.0,FIN,122.0,4.0,25.0,0.39999998400000064,0.33647222519264186,0.7941413645025853,13.503333333333332,8.1
2018,12,Budapest,ERI,Sauber,15.0,14,14,0,20.0,16.0,18.0,1,0,0,0,0,0,0,0,Ferrari,4.381,70,2,14,3,1,3,3,0,1,19.0,28,2.968,33.8,51.08971962616822,33.9,False,1.0,983.5,,0.15,1,0.5,0,5.0,SWE,5.0,17.0,0.0,1.0,0.6931471805599453,363636.77272725,15.693333333333333,16.80181818181818
2018,12,Budapest,GAS,Racing Bulls,6.0,6,6,0,11.0,9.0,10.0,1,0,0,0,0,0,0,0,Honda,4.381,70,2,14,3,1,3,3,0,1,19.0,22,3.003,33.8,51.08971962616822,33.9,False,1.0,983.5,,1.5,2,0.5,0,6.0,FRA,18.0,14.0,0.0,8000000.0,15.894952224644102,1636364.2727272727,12.666666666666666,21.53909090909091
2018,12,Budapest,GRO,Haas F1 Team,10.0,10,10,0,7.0,7.0,9.0,1,0,0,0,0,0,0,0,Ferrari,4.381,70,2,14,3,1,3,3,0,1,19.0,32,3.311,33.8,51.08971962616822,33.9,False,1.0,983.5,,4.2,1,0.5,0,7.0,FRA,20.0,13.0,6.0,0.16666663888889352,0.15415065601773817,727273.1999999891,11.923333333333332,18.91181818181818
2018,12,Budapest,HAM,Mercedes,1.0,1,1,0,5.0,5.0,4.0,1,0,0,0,0,0,0,0,Mercedes,4.381,70,2,14,3,1,3,3,0,1,19.0,33,2.777,33.8,51.08971962616822,33.9,False,1.0,983.5,,50.0,3,0.5,1,10.0,GBR,188.0,1.0,10.0,2.499999750000025,1.2527628970668012,2272728.863636149,8.513333333333334,4.14
2018,12,Budapest,HAR,Racing Bulls,11.0,8,8,0,13.0,15.0,12.0,1,0,0,0,0,0,0,0,Honda,4.381,70,2,14,3,1,3,3,0,1,19.0,29,3.003,33.8,51.08971962616822,33.9,False,1.0,983.5,,0.15,2,0.5,0,,NZL,2.0,19.0,8.0,0.0,0.0,181818.81818181818,28.070000000000004,22.208181818181817
2018,12,Budapest,HUL,Renault,12.0,13,13,0,8.0,14.0,8.0,1,0,0,0,0,0,0,0,Renault,4.381,70,2,14,3,1,3,3,0,1,19.0,31,3.473,33.8,51.08971962616822,33.9,False,1.0,983.5,,3.5,2,0.5,1,6.0,GER,52.0,7.0,2.0,0.0,0.0,2363637.909089773,10.333333333333334,15.282727272727273
2018,12,Budapest,LEC,Sauber,50.0,17,17,0,,17.0,13.0,0,1,0,0,1,0,0,0,Ferrari,4.381,70,2,14,3,1,3,3,0,1,19.0,21,2.968,33.8,51.08971962616822,33.9,False,1.0,983.5,,0.15,1,0.5,0,8.0,MON,13.0,15.0,0.0,1.0,0.6931471805599453,1000000.5454543636,17.873333333333335,14.05909090909091
2018,12,Budapest,MAG,Haas F1 Team,7.0,9,9,0,10.0,13.0,11.0,1,0,0,0,0,0,0,0,Ferrari,4.381,70,2,14,3,1,3,3,0,1,19.0,26,3.311,33.8,51.08971962616822,33.9,False,1.0,983.5,,4.0,1,0.5,0,7.0,DEN,39.0,9.0,1.0,5.999994000006001,1.9459092919129461,2636364.0757575696,8.333333333333334,11.313636363636364
2018,12,Budapest,OCO,Racing Point,13.0,18,18,0,15.0,10.0,15.0,1,0,0,0,0,0,0,0,Mercedes,4.381,70,2,14,3,1,3,3,0,1,19.0,22,3.22,33.8,51.08971962616822,33.9,False,1.0,983.5,,2.0,2,0.5,0,7.0,FRA,29.0,11.0,0.0,1.0,0.6931471805599453,1000000.9999994243,7.0,17.953636363636363
2018,12,Budapest,PER,Racing Point,14.0,19,19,0,17.0,11.0,19.0,1,0,0,0,0,0,0,0,Mercedes,4.381,70,2,14,3,1,3,3,0,1,19.0,28,3.22,33.8,51.08971962616822,33.9,False,1.0,983.5,,3.0,2,0.5,0,6.0,MEX,30.0,10.0,0.0,1.0,0.6931471805599453,1545455.0378787427,8.0,15.164545454545454
2018,12,Budapest,RAI,Ferrari,3.0,3,3,0,4.0,4.0,3.0,1,0,0,0,0,0,0,0,Ferrari,4.381,70,2,14,3,1,3,3,0,1,19.0,39,2.84,33.8,51.08971962616822,33.9,False,1.0,983.5,,40.0,3,0.5,1,8.0,FIN,131.0,3.0,18.0,0.8333332870370396,0.6061357783177913,1363637.2851513887,2.6666666666666665,8.668181818181818
2018,12,Budapest,RIC,Red Bull Racing,4.0,12,12,0,1.0,3.0,5.0,1,0,0,0,0,0,0,1,Renault,4.381,70,2,14,3,1,3,3,0,1,19.0,29,2.552,33.8,51.08971962616822,33.9,False,1.0,983.5,,6.0,3,0.5,0,6.0,AUS,106.0,5.0,0.0,12000000.0,16.300417291085605,909092.7848478648,20.173333333333332,13.758181818181818
2018,12,Budapest,SAI,Renault,9.0,5,5,0,9.0,8.0,7.0,1,0,0,0,0,0,0,0,Renault,4.381,70,2,14,3,1,3,3,0,1,19.0,24,3.473,33.8,51.08971962616822,33.9,False,1.0,983.5,,3.0,2,0.5,1,9.0,ESP,28.0,12.0,0.0,2000000.0,14.508658238524095,1454545.8484847364,16.59,10.706363636363635
2018,12,Budapest,SIR,Williams,16.0,20,20,0,19.0,20.0,16.0,1,0,0,0,0,0,0,0,Mercedes,4.381,70,2,14,3,1,3,3,0,1,19.0,23,3.228,33.8,51.08971962616822,33.9,False,1.0,983.5,,0.15,1,0.5,0,,RUS,0.0,20.0,0.0,1.0,0.6931471805599453,0.9090909090909091,17.26,22.14272727272727
2018,12,Budapest,STR,Williams,17.0,15,15,0,14.0,18.0,20.0,1,0,0,0,0,0,0,0,Mercedes,4.381,70,2,14,3,1,3,3,0,1,19.0,20,3.228,33.8,51.08971962616822,33.9,False,1.0,983.5,,1.8,1,0.5,0,,CAN,4.0,18.0,0.0,1.0,0.6931471805599453,363637.2727272727,16.726666666666667,15.460909090909091
2018,12,Budapest,VAN,McLaren,26.0,16,16,0,16.0,19.0,17.0,0,1,0,0,0,0,0,0,Renault,4.381,70,2,14,3,1,3,3,0,1,19.0,26,3.127,33.8,51.08971962616822,33.9,False,1.0,983.5,,0.15,2,0.5,0,,BEL,8.0,16.0,4.0,0.0,0.0,0.4727272557575785,15.229999999999999,13.913636363636364
2018,12,Budapest,VER,Red Bull Racing,47.86,7,7,0,3.0,2.0,6.0,0,1,0,0,0,0,0,0,Renault,4.381,70,2,14,3,1,3,3,0,1,19.0,21,2.552,33.8,51.08971962616822,33.9,False,1.0,983.5,,11.0,3,0.5,0,,NED,105.0,6.0,12.0,0.0,0.0,3363637.0360605647,9.103333333333333,11.461818181818181
2018,12,Budapest,VET,Ferrari,2.0,4,4,0,2.0,1.0,1.0,1,0,0,0,0,0,0,0,Ferrari,4.381,70,2,14,3,1,3,3,0,1,19.0,31,2.84,33.8,51.08971962616822,33.9,False,1.0,983.5,,60.0,3,0.5,1,6.0,GER,171.0,2.0,15.0,1.1999999200000053,0.7884573240006356,3363637.3083332535,9.593333333333334,4.98
2018,13,Spa-Francorchamps,ALO,McLaren,50.0,15,17,0,,16.0,19.0,0,0,1,0,1,0,0,0,Renault,7.004,44,2,19,2,3,2,2,0,3,24.0,37,3.127,17.3,27.89811320754717,37.95,False,2.0,966.9,,30.0,2,0.5,0,8.0,ESP,44.0,9.0,0.0,1.0,0.6931471805599453,1833334.4583329689,12.200000000000001,12.8375
2018,13,Spa-Francorchamps,BOT,Mercedes,4.0,19,10,0,5.0,3.0,4.0,1,0,0,0,0,0,0,1,Mercedes,7.004,44,2,19,2,3,2,2,0,3,24.0,29,2.777,17.3,27.89811320754717,37.95,False,2.0,966.9,,9.5,3,0.5,1,7.0,FIN,132.0,4.0,18.0,0.6666666296296316,0.5108256015437694,0.7612962494607031,3.6666666666666665,7.841666666666666
2018,13,Spa-Francorchamps,ERI,Sauber,10.0,13,14,0,14.0,9.0,11.0,1,0,0,0,0,0,0,0,Ferrari,7.004,44,2,19,2,3,2,2,0,3,24.0,28,2.968,17.3,27.89811320754717,37.95,False,2.0,966.9,,0.15,1,0.5,0,5.0,SWE,5.0,17.0,0.0,1000000.0,13.815511557963774,333333.79166664585,17.36,16.651666666666667
2018,13,Spa-Francorchamps,GAS,Racing Bulls,9.0,10,11,0,11.0,15.0,15.0,1,0,0,0,0,0,0,0,Honda,7.004,44,2,19,2,3,2,2,0,3,24.0,22,3.003,17.3,27.89811320754717,37.95,False,2.0,966.9,,1.5,2,0.5,0,6.0,FRA,26.0,13.0,0.0,2000000.0,14.508658238524095,2166667.25,11.0,20.24416666666667
2018,13,Spa-Francorchamps,GRO,Haas F1 Team,7.0,5,5,0,12.0,12.0,12.0,1,0,0,0,0,0,0,0,Ferrari,7.004,44,2,19,2,3,2,2,0,3,24.0,32,3.311,17.3,27.89811320754717,37.95,False,2.0,966.9,,4.2,1,0.5,0,7.0,FRA,21.0,14.0,4.0,1.4999996250000938,0.9162905818741813,666667.1138888766,13.923333333333332,18.169166666666666
2018,13,Spa-Francorchamps,HAM,Mercedes,2.0,1,1,0,3.0,2.0,3.0,1,0,0,0,0,0,0,0,Mercedes,7.004,44,2,19,2,3,2,2,0,3,24.0,33,2.777,17.3,27.89811320754717,37.95,False,2.0,966.9,,50.0,3,0.5,1,10.0,GBR,213.0,1.0,12.0,1.4999998750000105,0.9162906818741581,2083334.9999997823,1.3333333333333333,3.8783333333333334
2018,13,Spa-Francorchamps,HAR,Racing Bulls,14.0,11,12,0,15.0,17.0,16.0,1,0,0,0,0,0,0,0,Honda,7.004,44,2,19,2,3,2,2,0,3,24.0,29,3.003,17.3,27.89811320754717,37.95,False,2.0,966.9,,0.15,2,0.5,0,,NZL,2.0,19.0,2.0,0.0,0.0,166667.25,23.473333333333333,21.274166666666666
2018,13,Spa-Francorchamps,HUL,Renault,50.0,20,15,0,8.0,11.0,9.0,0,0,1,0,0,0,0,0,Renault,7.004,44,2,19,2,3,2,2,0,3,24.0,31,3.473,17.3,27.89811320754717,37.95,False,2.0,966.9,,3.5,2,0.5,1,6.0,GER,52.0,7.0,0.0,1.0,0.6931471805599453,2166668.083332292,7.666666666666667,15.009166666666667
2018,13,Spa-Francorchamps,LEC,Sauber,50.0,12,13,0,13.0,10.0,7.0,0,0,1,0,0,0,0,0,Ferrari,7.004,44,2,19,2,3,2,2,0,3,24.0,21,2.968,17.3,27.89811320754717,37.95,False,2.0,966.9,,0.15,1,0.5,0,8.0,MON,13.0,15.0,1.0,0.0,0.0,916667.2499998333,31.540000000000003,17.054166666666667
2018,13,Spa-Francorchamps,MAG,Haas F1 Team,8.0,9,9,0,17.0,14.0,14.0,1,0,0,0,0,0,0,0,Ferrari,7.004,44,2,19,2,3,2,2,0,3,24.0,26,3.311,17.3,27.89811320754717,37.95,False,2.0,966.9,,4.0,1,0.5,0,7.0,DEN,45.0,8.0,6.0,0.6666665555555741,0.510825557099333,2416667.569443939,9.0,10.954166666666666
2018,13,Spa-Francorchamps,OCO,Racing Point,6.0,3,3,0,7.0,13.0,10.0,1,0,0,0,0,0,0,0,Mercedes,7.004,44,2,19,2,3,2,2,0,3,24.0,22,3.22,17.3,27.89811320754717,37.95,False,2.0,966.9,,2.0,2,0.5,0,7.0,FRA,29.0,12.0,10.0,0.7999999200000081,0.587786620457678,916667.6666661389,9.333333333333334,17.540833333333335
2018,13,Spa-Francorchamps,PER,Racing Point,5.0,4,4,0,9.0,7.0,8.0,1,0,0,0,0,0,0,0,Mercedes,7.004,44,2,19,2,3,2,2,0,3,24.0,28,3.22,17.3,27.89811320754717,37.95,False,2.0,966.9,,3.0,2,0.5,0,6.0,MEX,30.0,10.0,8.0,1.2499998437500197,0.8109301467718907,1416667.2013888473,10.333333333333334,15.0675
2018,13,Spa-Francorchamps,RAI,Ferrari,44.55,6,6,0,4.0,1.0,2.0,0,1,0,0,0,0,0,0,Ferrari,7.004,44,2,19,2,3,2,2,0,3,24.0,39,2.84,17.3,27.89811320754717,37.95,False,2.0,966.9,,40.0,3,0.5,1,8.0,FIN,146.0,3.0,25.0,0.0,0.0,1250000.9141665471,3.0,8.195833333333333
2018,13,Spa-Francorchamps,RIC,Red Bull Racing,30.91,8,8,0,6.0,6.0,6.0,0,0,1,0,0,0,0,0,Renault,7.004,44,2,19,2,3,2,2,0,3,24.0,29,2.552,17.3,27.89811320754717,37.95,False,2.0,966.9,,6.0,3,0.5,0,6.0,AUS,118.0,5.0,15.0,0.0,0.0,1833335.0527772093,13.15,12.945
2018,13,Spa-Francorchamps,SAI,Renault,11.0,14,16,0,10.0,8.0,13.0,1,0,0,0,0,0,0,0,Renault,7.004,44,2,19,2,3,2,2,0,3,24.0,24,3.473,17.3,27.89811320754717,37.95,False,2.0,966.9,,3.0,2,0.5,1,9.0,ESP,30.0,10.0,0.0,1.0,0.6931471805599453,1500000.3611110086,15.589999999999998,10.564166666666667
2018,13,Spa-Francorchamps,SIR,Williams,12.0,16,18,0,19.0,18.0,18.0,1,0,0,0,0,0,0,0,Mercedes,7.004,44,2,19,2,3,2,2,0,3,24.0,23,3.228,17.3,27.89811320754717,37.95,False,2.0,966.9,,0.15,1,0.5,0,,RUS,0.0,20.0,0.0,1.0,0.6931471805599453,0.9166666666666666,18.26,21.63083333333333
2018,13,Spa-Francorchamps,STR,Williams,13.0,17,19,0,16.0,19.0,17.0,1,0,0,0,0,0,0,0,Mercedes,7.004,44,2,19,2,3,2,2,0,3,24.0,20,3.228,17.3,27.89811320754717,37.95,False,2.0,966.9,,1.8,1,0.5,0,,CAN,4.0,18.0,0.0,1.0,0.6931471805599453,333334.25,17.726666666666667,15.589166666666666
2018,13,Spa-Francorchamps,VAN,McLaren,15.0,18,20,0,20.0,20.0,20.0,1,0,0,0,0,0,0,0,Renault,7.004,44,2,19,2,3,2,2,0,3,24.0,26,3.127,17.3,27.89811320754717,37.95,False,2.0,966.9,,0.15,2,0.5,0,,BEL,8.0,16.0,0.0,1.0,0.6931471805599453,0.4333333177777803,16.666666666666668,14.920833333333334
2018,13,Spa-Francorchamps,VER,Red Bull Racing,3.0,7,7,0,2.0,4.0,5.0,1,0,0,0,0,0,0,0,Renault,7.004,44,2,19,2,3,2,2,0,3,24.0,21,2.552,17.3,27.89811320754717,37.95,False,2.0,966.9,,11.0,3,0.5,0,,NED,105.0,6.0,0.0,15000000.0,16.52356082573315,3083333.9497221843,24.723333333333333,14.495
2018,13,Spa-Francorchamps,VET,Ferrari,1.0,2,2,0,1.0,5.0,1.0,1,0,0,0,0,0,0,0,Ferrari,7.004,44,2,19,2,3,2,2,0,3,24.0,31,2.84,17.3,27.89811320754717,37.95,False,2.0,966.9,,60.0,3,0.5,1,6.0,GER,189.0,2.0,0.0,25000000.0,17.034386422832473,3083334.299305475,9.26,4.7316666666666665
2018,14,Monza,ALO,McLaren,44.91,13,13,0,14.0,18.0,17.0,0,1,0,0,0,0,0,0,Renault,5.793,53,2,11,2,3,1,2,0,3,22.0,37,3.127,22.3,30.822222222222223,64.5,True,2.4,995.2,17.0,30.0,2,0.5,0,8.0,ESP,44.0,9.0,0.0,1.0,0.6931471805599453,1692308.8076919713,26.2,15.696153846153846
2018,14,Monza,BOT,Mercedes,3.0,4,4,0,10.0,4.0,4.0,1,0,0,0,0,0,0,0,Mercedes,5.793,53,2,11,2,3,1,2,0,3,22.0,29,2.777,22.3,30.822222222222223,64.5,True,2.4,995.2,2.0,9.5,3,0.5,1,7.0,FIN,144.0,4.0,25.0,0.599999976000001,0.47000361424573606,0.7540170479352362,3.6666666666666665,7.546153846153846
2018,14,Monza,ERI,Sauber,15.0,18,19,0,16.0,,16.0,1,0,0,0,0,1,0,0,Ferrari,5.793,53,2,11,2,3,1,2,0,3,22.0,28,2.968,22.3,30.822222222222223,64.5,True,2.4,995.2,18.0,0.15,1,0.5,0,5.0,SWE,6.0,17.0,0.0,1.0,0.6931471805599453,384615.8076922885,11.333333333333334,16.14
2018,14,Monza,GAS,Racing Bulls,14.0,9,9,0,6.0,14.0,12.0,1,0,0,0,0,0,0,0,Honda,5.793,53,2,11,2,3,1,2,0,3,22.0,22,3.003,22.3,30.822222222222223,64.5,True,2.4,995.2,,1.5,2,0.5,0,6.0,FRA,28.0,13.0,0.0,1.0,0.6931471805599453,2153846.6923076925,9.666666666666666,19.37923076923077
2018,14,Monza,GRO,Haas F1 Team,50.0,6,6,0,15.0,11.0,10.0,0,0,0,1,0,0,0,0,Ferrari,5.793,53,2,11,2,3,1,2,0,3,22.0,32,3.311,22.3,30.822222222222223,64.5,True,2.4,995.2,15.0,4.2,1,0.5,0,7.0,FRA,27.0,14.0,0.0,1.0,0.6931471805599453,615385.1435897034,7.666666666666667,17.31
2018,14,Monza,HAM,Mercedes,1.0,3,3,0,11.0,3.0,2.0,1,0,0,0,0,0,0,1,Mercedes,5.793,53,2,11,2,3,1,2,0,3,22.0,33,2.777,22.3,30.822222222222223,64.5,True,2.4,995.2,1.0,50.0,3,0.5,1,10.0,GBR,231.0,1.0,15.0,1.666666555555563,0.9808292113450615,1923078.5769228663,1.3333333333333333,3.733846153846154
2018,14,Monza,HAR,Racing Bulls,50.0,16,18,0,4.0,16.0,20.0,0,0,1,0,0,0,0,0,Honda,5.793,53,2,11,2,3,1,2,0,3,22.0,29,3.003,22.3,30.822222222222223,64.5,True,2.4,995.2,,0.15,2,0.5,0,,NZL,2.0,19.0,0.0,1.0,0.6931471805599453,153846.6923076923,11.666666666666666,20.714615384615385
2018,14,Monza,HUL,Renault,13.0,20,14,0,9.0,10.0,19.0,1,0,0,0,0,0,0,0,Renault,5.793,53,2,11,2,3,1,2,0,3,22.0,31,3.473,22.3,30.822222222222223,64.5,True,2.4,995.2,13.0,3.5,2,0.5,1,6.0,GER,52.0,7.0,4.0,0.0,0.0,2000001.3846144232,22.333333333333332,17.700769230769232
2018,14,Monza,LEC,Sauber,11.0,15,17,0,12.0,9.0,9.0,1,0,0,0,0,0,0,0,Ferrari,5.793,53,2,11,2,3,1,2,0,3,22.0,21,2.968,22.3,30.822222222222223,64.5,True,2.4,995.2,,0.15,1,0.5,0,8.0,MON,13.0,15.0,0.0,1.0,0.6931471805599453,846154.3846152307,38.333333333333336,19.588461538461537
2018,14,Monza,MAG,Haas F1 Team,16.0,11,11,0,13.0,13.0,6.0,1,0,0,0,0,0,0,0,Ferrari,5.793,53,2,11,2,3,1,2,0,3,22.0,26,3.311,22.3,30.822222222222223,64.5,True,2.4,995.2,11.0,4.0,1,0.5,0,7.0,DEN,49.0,8.0,0.0,1.0,0.6931471805599453,2230770.11538414,8.666666666666666,10.726923076923075
2018,14,Monza,OCO,Racing Point,6.0,8,8,0,3.0,7.0,7.0,1,0,0,0,0,0,0,0,Mercedes,5.793,53,2,11,2,3,1,2,0,3,22.0,22,3.22,22.3,30.822222222222223,64.5,True,2.4,995.2,6.0,2.0,2,0.5,0,7.0,FRA,37.0,11.0,6.0,1.3333331111111482,0.8472977651491197,846154.8307687374,9.0,16.653076923076924
2018,14,Monza,PER,Racing Point,7.0,14,16,0,1.0,8.0,11.0,1,0,0,0,0,0,0,0,Mercedes,5.793,53,2,11,2,3,1,2,0,3,22.0,28,3.22,22.3,30.822222222222223,64.5,True,2.4,995.2,9.0,3.0,2,0.5,0,6.0,MEX,40.0,10.0,8.0,0.7499999062500118,0.5596157343639994,1307692.8974358472,8.666666666666666,14.293076923076923
2018,14,Monza,RAI,Ferrari,2.0,1,1,0,2.0,2.0,3.0,1,0,0,0,0,0,0,0,Ferrari,5.793,53,2,11,2,3,1,2,0,3,22.0,39,2.84,22.3,30.822222222222223,64.5,True,2.4,995.2,5.0,40.0,3,0.5,1,8.0,FIN,146.0,3.0,12.0,1.4999998750000105,0.9162906818741581,1153846.9976921973,16.849999999999998,10.992307692307692
2018,14,Monza,RIC,Red Bull Racing,36.98,19,15,0,5.0,6.0,8.0,0,1,0,0,0,0,0,0,Renault,5.793,53,2,11,2,3,1,2,0,3,22.0,29,2.552,22.3,30.822222222222223,64.5,True,2.4,995.2,4.0,6.0,3,0.5,0,6.0,AUS,118.0,6.0,10.0,0.0,0.0,1692309.2794866548,21.786666666666665,14.326923076923077
2018,14,Monza,SAI,Renault,8.0,7,7,0,8.0,12.0,13.0,1,0,0,0,0,0,0,0,Renault,5.793,53,2,11,2,3,1,2,0,3,22.0,24,3.473,22.3,30.822222222222223,64.5,True,2.4,995.2,14.0,3.0,2,0.5,1,9.0,ESP,30.0,12.0,0.0,4000000.0,15.201805169084134,1384615.7948717002,10.666666666666666,10.59769230769231
2018,14,Monza,SIR,Williams,10.0,12,12,0,18.0,15.0,14.0,1,0,0,0,0,0,0,0,Mercedes,5.793,53,2,11,2,3,1,2,0,3,22.0,23,3.228,22.3,30.822222222222223,64.5,True,2.4,995.2,,0.15,1,0.5,0,,RUS,0.0,20.0,2.0,0.499999750000125,0.40546494144156714,0.9230769230769231,17.593333333333334,20.89
2018,14,Monza,STR,Williams,9.0,10,10,0,19.0,17.0,15.0,1,0,0,0,0,0,0,0,Mercedes,5.793,53,2,11,2,3,1,2,0,3,22.0,20,3.228,22.3,30.822222222222223,64.5,True,2.4,995.2,7.0,1.8,1,0.5,0,,CAN,4.0,18.0,1.0,1.9999980000020001,1.0986116220018876,307693.23076923075,18.06,15.389999999999999
2018,14,Monza,VAN,McLaren,12.0,17,20,0,,19.0,18.0,1,0,0,0,1,0,0,0,Renault,5.793,53,2,11,2,3,1,2,0,3,22.0,26,3.127,22.3,30.822222222222223,64.5,True,2.4,995.2,22.0,0.15,2,0.5,0,,BEL,8.0,16.0,0.0,1.0,0.6931471805599453,0.4769230625641049,18.0,14.926923076923078
2018,14,Monza,VER,Red Bull Racing,5.0,5,5,0,7.0,5.0,5.0,1,0,0,0,0,0,0,0,Renault,5.793,53,2,11,2,3,1,2,0,3,22.0,21,2.552,22.3,30.822222222222223,64.5,True,2.4,995.2,10.0,11.0,3,0.5,0,,NED,120.0,5.0,0.0,10000000.0,16.118095750958314,4000000.568974324,18.286666666666665,13.61076923076923
2018,14,Monza,VET,Ferrari,4.0,2,2,0,17.0,1.0,1.0,1,0,0,0,0,0,0,0,Ferrari,5.793,53,2,11,2,3,1,2,0,3,22.0,31,2.84,22.3,30.822222222222223,64.5,True,2.4,995.2,3.0,60.0,3,0.5,1,6.0,GER,214.0,2.0,18.0,0.6666666296296316,0.5108256015437694,4769231.660897361,9.26,4.444615384615385
2018,15,Singapore,ALO,McLaren,7.0,11,11,0,14.0,8.0,10.0,1,0,0,0,0,0,0,0,Renault,4.94,62,3,19,3,1,3,3,1,1,23.0,37,3.127,29.8,33.12406015037594,65.7,False,2.0,1007.9,25.0,30.0,2,0.5,0,8.0,ESP,44.0,11.0,0.0,6000000.0,15.607270193858982,1571429.6785711162,34.303333333333335,17.782857142857143
2018,15,Singapore,BOT,Mercedes,4.0,4,4,0,8.0,5.0,4.0,1,0,0,0,0,0,0,0,Mercedes,4.94,62,3,19,3,1,3,3,1,1,23.0,29,2.777,29.8,33.12406015037594,65.7,False,2.0,1007.9,3.0,9.5,3,0.5,1,7.0,FIN,159.0,4.0,25.0,0.4799999808000007,0.39204207480305114,0.7430158285112908,4.0,7.221428571428571
2018,15,Singapore,ERI,Sauber,11.0,14,14,0,11.0,12.0,19.0,1,0,0,0,0,0,0,0,Ferrari,4.94,62,3,19,3,1,3,3,1,1,23.0,28,2.968,29.8,33.12406015037594,65.7,False,2.0,1007.9,23.0,0.15,1,0.5,0,5.0,SWE,6.0,17.0,2.0,0.0,0.0,357143.3214285536,13.333333333333334,16.05857142857143
2018,15,Singapore,GAS,Racing Bulls,13.0,15,15,0,16.0,18.0,14.0,1,0,0,0,0,0,0,0,Honda,4.94,62,3,19,3,1,3,3,1,1,23.0,22,3.003,29.8,33.12406015037594,65.7,False,2.0,1007.9,,1.5,2,0.5,0,6.0,FRA,28.0,13.0,0.0,1.0,0.6931471805599453,2000000.5714285714,9.666666666666666,18.995
2018,15,Singapore,GRO,Haas F1 Team,15.0,8,8,0,10.0,7.0,7.0,1,0,0,0,0,0,0,0,Ferrari,4.94,62,3,19,3,1,3,3,1,1,23.0,32,3.311,29.8,33.12406015037594,65.7,False,2.0,1007.9,9.0,4.2,1,0.5,0,7.0,FRA,27.0,14.0,0.0,1.0,0.6931471805599453,571429.1333332959,22.333333333333332,19.645
2018,15,Singapore,HAM,Mercedes,1.0,1,1,0,6.0,2.0,3.0,1,0,0,0,0,0,0,0,Mercedes,4.94,62,3,19,3,1,3,3,1,1,23.0,33,2.777,29.8,33.12406015037594,65.7,False,2.0,1007.9,1.0,50.0,3,0.5,1,10.0,GBR,256.0,1.0,12.0,2.083333159722237,1.126011206549921,1785715.940475987,1.3333333333333333,3.5385714285714287
